review_id,title,author,rating,content,timestamp,is_verified,helpful_count,product_attributes,company
RKMZ17TN4I34C,5.0 out of 5 stars I LOVE IT LOUD,The Pusher,5,...and this thing doesn't disappoint. Seems to hold a charge for a lot longer than advertised & it's almost TOO loud to use on my strolls through the neighborhood. Loved my original so much I bought this second one as a birthday gift for my father. Really can't recommend these enough.,"Reviewed in the United States August 29, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R2PICDN4G7K5J,"5.0 out of 5 stars Nice base, love the Marshall styling!",Eduard Richter,5,My brother got this as a present. I was so impressed with it that I bought one for my dad and myself. I grew up in an era where Rock bands stacked Marshalls behind them on the stage. Nostalgia.,"Reviewed in the United States September 1, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R1R7JB16IVOMG8,5.0 out of 5 stars A great sounding speaker!,heathtx,5,"Yes, the external design of this speaker is awesome with the black and gold design bringing back memories of yesteryear.........No only does this speaker look cool, it rocks out! At any volume level, it sounds great to me! I have had lots of small speakers (Bose, Jambox, etc) and this one sounds the best!I have not used it in multi speaker settings and I wish the app would let me adjust the equalizer a little bit.......","Reviewed in the United States August 5, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R3G8UXRSP2C3G9,5.0 out of 5 stars Best little speaker,BizzyC,5,I love this speaker! I also have the bigger version which is equally impressive. I’ve owned many of these Bluetooth speakers and Marshall is the best bang for the buck.,"Reviewed in the United States August 29, 2024",True,0,Color: BlackStyle: Emberton,Marshall
RR2BH0T26IU4J,5.0 out of 5 stars Fantastic!,Jason,5,"The sound coming out of this small box is amazing. Perfect as a portable speaker. I wish there were some eq settings, but that’s a small thing. It sounds fantastic.I’d like to get another one.","Reviewed in the United States August 27, 2024",True,1,Color: Black & BrassStyle: Emberton II,Marshall
R2F1V8M2I73X42,5.0 out of 5 stars Wow !,Karen Racanella,5,"What do I like about this Marshall Bluetooth Speaker? EVERYTHINGCompact size does not mean this speaker has compact sound. This speaker is all you need to sync your music with a clear, superior sound boost. I remember the Marshall amps for my punk rock days. This is a replica of the Marshall amps and that's one of the reasons I chose this speaker. Sound quality has not been sacrificed and it is easy to use. It's all you need. I purchased this a week ago and bought another for my son this week. I will most likely purchase one for my hubby because he is using mine all the time, and yes we have different tastes in music. Look at others if you wish, or save time and get this little powerhouse, Marshall.","Reviewed in the United States July 7, 2024",True,1,Color: BlackStyle: Emberton,Marshall
R3E7C2O5GC8Z0S,4.0 out of 5 stars sounds great,Dai Le,4,sounds great. Build looks solid. Battery lasts for 20h. 20W. It takes long time to charge too. Sometimes it's a bit difficult to pair.,"Reviewed in the United States September 2, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R13A8CEV5KJI8M,5.0 out of 5 stars So Cool...,John Farrell,5,"I visited a friend on Florida recently and he's building a new house. We went over there to enjoy a few cocktails, it won't be done until May 2024, and brought along his Bang & Olufsen bluetooth speaker and took turns playing songs with our phones while we enjoyed our adult beverages on the water. I don't seem to have the same opportunities to use a bluetooth speaker, but I was very impressed with the B&O speaker. It rocked. I came back to NJ and wanted to get one for myself. These things aren't cheap (the good ones anyway) so I decided I was going to get one during the Black Friday sales. The B&O software, that enables you to pair with their speaker, was a pain in the neck. They were hounding me and sending me e-mails and all the rest. I wanted another alternative. I watched several YouTube videos and was introduced to this Marshall bluetooth speaker. They had me at designing this relatively tiny speaker to look like a real Marshall speaker. Once I read enough reviews I took the plunge. I think I got it on sale for around $120 when all was said and done. It showed up two day later. I pulled it out of the package, charged it up and paired it with my phone. Hate me (or them), but the first song I played with Help On The Way/Slipnot! from Blues For Allah (Grateful Dead). Wow. Absolutely loved the sound and the look. Down the road I will look into either ""stacking"" another one (they have that ability) or just getting a bigger speaker for another potential setting, but right now this thing rocks. If you go camping or just wanted to eat lunch at an outdoor picnic table with some music, this is for you. I'm impressed. I was a bit surprised that it seems as though your phone volume max is also the speaker volume max, but that might be a function of me not understanding how bluetooth actually works. I was kind of thinking I could leave the phone on mid volume and let the bluetooth speaker provide the amplification juice. That doesn't appear to be the case, but it's plenty loud enough in a vacuum. It's a starter speaker so I don't expect it to compete with something an outdoor waterfall or heavy traffic or even a tailgate party where everyone is blasting their tunes, but I'm very satisfied short term. Buy with confidence.","Reviewed in the United States January 10, 2024",True,3,Color: Black & BrassStyle: Emberton II,Marshall
R3MQJGTLKW78IG,4.0 out of 5 stars Nice speaker,Heidi Barefoot,4,Good sound. Not as loud as my old JBL. I like the button on top for control,"Reviewed in the United States September 2, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R3P34VW0UADS5T,5.0 out of 5 stars Increíble,sebastian,5,Increíble por su tamaño un gran sonido de bajos y agudos perfectos,"Reviewed in the United States August 31, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
RR34I2NFUKVVB,5.0 out of 5 stars Great speaker,M.E.,5,Has such good sound wow dense little sucker absolutely love this speaker sounds like entire system in small package amazing quality,"Reviewed in the United States August 26, 2024",True,0,Color: BlackStyle: Emberton,Marshall
RENVH494C9V79,5.0 out of 5 stars Battery last long,Eduardo Wilhelm,5,"Amazing sound, great bass, and battery last long. If you use it on full volume, won't last 20 hours, but will work for at least 8","Reviewed in the United States August 21, 2024",True,0,Color: BlackStyle: Emberton,Marshall
RZ0A2YDZZEB03,5.0 out of 5 stars Works great despite small size.,Linda F.,5,"It's just a little larger than my remote but works great with my 75"" LG TV.","Reviewed in the United States August 27, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R32TB1MC4FWO7L,5.0 out of 5 stars Absolutely amazing little speaker!!!,Lillian Salazar,5,I just got my little Marshall speaker and I am so happy I went with this one! The look and feel of this speaker is just superior! The sound is amazing! It even has bass. This has definitely made me want to get the home speaker. I love this speaker. I can't believe the sound from a small box. Highly recommend!,"Reviewed in the United States July 28, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
RMHD1QWFVQPRD,5.0 out of 5 stars Great Sound,Caroline Sznakowski,5,Great little Speaker with good sound. I ordered two. The open box item would turn itself off and would disconnect from the new item. Stick with new. Don’t buy the open box specials.,"Reviewed in the United States August 14, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R1Q39061Z9BC0I,5.0 out of 5 stars Love it!,Eva Carlson,5,What a powerhouse of a speaker in such a small package!! Very impressed!,"Reviewed in the United States August 27, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R2NN3R6984F00R,4.0 out of 5 stars Great sound and okay battery life,Tabitha,4,I love the look of this speaker! It's more heavy than I expected and the sound quality is wonderful. It's easy to connect to devices. The battery often does not remain charged and sometimes as soon as I unplug it from the charger I will lose one bar of battery. It does play for well over 6 hours continuously with no additional charging. It's easy to pack and we take it almost everywhere.,"Reviewed in the United States July 26, 2024",True,0,Color: BlackStyle: Emberton,Marshall
R293A76FPW9D27,5.0 out of 5 stars Excelente,Matias Ruiz,5,Excelente calidad de sonido,"Reviewed in the United States August 27, 2024",True,0,Color: CreamStyle: Emberton II,Marshall
RIHLG6ZFZV3RU,5.0 out of 5 stars Great sound from a great speaker,Thomas Bonadio,5,Marshall comes thru with its classic sound in a Bluetooth speaker! How awesome is that!!,"Reviewed in the United States August 17, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R3L507M47TX2IX,5.0 out of 5 stars Marshall did it again.,Stav Barkai,5,"Great speaker, wonderful sound and build.Would definitely recommend.","Reviewed in the United States August 20, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
RET9JW244225A,5.0 out of 5 stars Love this portable bluetooth speaker,Diana Lin,5,It's got great sound and the battery life last a long time! We keep it in our car and whever we are outside enjoying park/kids play or even at my parents and they don't have good speakers we take it out and play some music.,"Reviewed in the United States July 27, 2024",True,0,Color: CreamStyle: Emberton II,Marshall
R23X44QGADE8FA,5.0 out of 5 stars My First BT,Kitsune,5,"Its awesome looking as being addicted to concerts :P When I get the chance, I will stack them lol! But for now, I get distortion when the vol is max. However, this is my first mini BT speaker. and I may need the app they have to fixit. My battery runs down to like 40% after playing @ 85% vol for about 4 hours, so not to bad imho.","Reviewed in the United States July 12, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R3UXJF3TC5UZFY,5.0 out of 5 stars Slaps..,Mariel619,5,Worth it..,"Reviewed in the United States August 25, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R1F188UEL4MTY4,5.0 out of 5 stars Great sound quality very loud for its size,Aaron,5,I love this thing and on a full charge constant non-stop play at the highest volume this thinking last 6 plus hours,"Reviewed in the United States August 7, 2024",True,0,Color: BlackStyle: Emberton,Marshall
R1IV7KS2F45LD2,4.0 out of 5 stars Good sound!,Terence Anthony Hutchins,4,Quality and sound!,"Reviewed in the United States August 23, 2024",True,1,Color: Black & BrassStyle: Emberton II,Marshall
R1N4D4CK1JMIVB,4.0 out of 5 stars Three + 1/2 stars.,Sophie's6,4,"Feels churlish to give just three stars. 3.5 imo. So to the point. I bought this Em II to mainly listen to my true crime podcasts in my bedroom. Easy & seamless Bluetooth connection to my iPhone 14max. Easy straightforward use for controls on the unit. I really didn’t need to look at the instructions with that. Smooth use there.To test the sound quality I streamed some mesic. The sound quality for music is fine’ish considering the size of speaker. It’s fine for background music if you’re flexible on sound quality as long as you don’t play loudly, at that point the music will frazzle out. So limited, not surprising. Podcast quality is definitely an improvement from my phone’s speaker and in line with the price point, in general. I think it should be about $25 less. The app is useless. I guess I expected something from the app. I’m at a loss for the point of it. I tried it out on my phone. It continued so say my phone Bluetooth was not on. Even as I was literally playing music through it. I did all the stuff. Restart, reconnect etc. Reviewed the booklet, Nothing. Everything re the speaker and phone working fine. But what is the point of the app? I interpreted from the manual that I should download the app to get extra features. Maybe bass and treble controls? The book claims you can stack more speakers through the app but I would not invest in that as it continually says my phones Bluetooth is off. lolFine retro look, sturdy, small footprint and working out for podcasts. Do not think the app is or will be helpful.If I were to try another I’d probably go with the Klipsch of similar design. It’s approximately $50 more but better sound and working app.Remove $25 dollars off price on the Em II and it’s a fair deal.","Reviewed in the United States February 28, 2024",True,11,Color: Black & BrassStyle: Emberton II,Marshall
RZPTG9XWQFW4T,5.0 out of 5 stars Better than expected,Amazon Customer,5,"I saw the reviews and was a little skeptical of all the high ratings, but I was immediately surprised by the bass along with it still balancing the high notes. Great speaker especially for the price.","Reviewed in the United States July 28, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
RCCBPLYL7VRXL,5.0 out of 5 stars Wonderful speaker,Debbie,5,I loved this Marshall speaker! I needed it for my bedroom so I could hear my music on my cell phone….I have Spotify and enjoy my choices indoors now! Thank you,"Reviewed in the United States July 26, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
RJJEB3D726M4O,4.0 out of 5 stars Great speaker.,Amazon Customer,4,"Use it mainly for work. A great speaker that puts out a solid sound. Got a couple a compliments on how the speaker looks. Would give it 5 stars, but the app doesn't work. Hopefully they will get that fixed soon.","Reviewed in the United States July 20, 2024",True,1,Color: Black & BrassStyle: Emberton II,Marshall
R2NYYU7YKAQ02N,5.0 out of 5 stars Better than expected,Amazon Customer,5,Bought this on a whim with good hopes and it turned out even better than we expected! Fabulous sound. Easy to use. Pairs well. Great size. Love it so much!,"Reviewed in the United States July 28, 2024",True,0,Color: BlackStyle: Emberton,Marshall
R2QL6OAXW4LQEV,5.0 out of 5 stars Amazing sound in a small package,Amazon Customer,5,I’m really impressed that the sound quality is this good for this price and this size.,"Reviewed in the United States August 7, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R1E0XRN5XMK972,5.0 out of 5 stars So happy with this purchase,Lu Q,5,So incredibly happy with the sound quality! Well worth the spend :),"Reviewed in the United States August 10, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R2PXPV0X5IQKE8,4.0 out of 5 stars This portable speaker has the best design.,Lou,4,"The speaker has a great design and appearance, and I particularly like the control buttons. However, it's disappointing that it comes with outdated Bluetooth technology and lacks AirPlay support. Additionally, the speakers seem unreliable.","Reviewed in the United States July 23, 2024",True,3,Color: Black & BrassStyle: Emberton II,Marshall
RG89Y4CD1UR6C,"5.0 out of 5 stars I mean it’s alright, overrated as f",Eddie Velazquez,5,"It’s good, but it does not hold the 30 hours with good sound volume.The sound is crisp, but the volume is not loud enough.I bought the charge 4 from jbl three years ago and it still works great, I gave it away tho so I was looking for another speaker. I’ve heard Marshall’s bigger speakers before and went and tried with this one, but the volume isn’t as loud as one would think.I’m keeping it because it has a good look and because I can use it as a daily for the shower. But if you’re looking to throw a little party or going to the pool with friends I would recommend a different option","Reviewed in the United States June 21, 2024",True,8,Color: CreamStyle: Emberton II,Marshall
R22R3JU64L1CBW,5.0 out of 5 stars top,Wesley,5,topp demaiss !!very good,"Reviewed in the United States August 17, 2024",True,0,Color: CreamStyle: Emberton II,Marshall
R2SBXLXU4R3JB0,5.0 out of 5 stars Very nice,Ming Wong,5,The quality is pretty good. A little bit heavy. My girlfriend really loves it,"Reviewed in the United States August 6, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R31KI2YB3WIZ3B,5.0 out of 5 stars unbelievable sound,S South,5,Great sound and great price. We've used it a lot. will consider for gift giving at Christmas.,"Reviewed in the United States August 3, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R1HBMZZ07DDELW,5.0 out of 5 stars Sweeet!!!,John J. Waters,5,Can you say awesome? 😊😊This is my second Marshall speaker. They are fantastic.,"Reviewed in the United States August 4, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R17CGKK9KAUPLD,5.0 out of 5 stars Great sound!,Mark a Jackson,5,Love it! A lot of sound for a small box!,"Reviewed in the United States August 5, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R16ECSG9FH7GH3,5.0 out of 5 stars Small but powerful,Rocky H,5,Great sound.,"Reviewed in the United States August 7, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R1O7SGW6XS7WNI,5.0 out of 5 stars i love it,Sandri,5,"I use it everyday, battery lasts a really long time without recharding, great sound and if you have other marshall speakers you can connect them so the music sounds even louder. Great product","Reviewed in the United States July 11, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
RTWLN5AYWGCD0,5.0 out of 5 stars Great Speakers,Israel,5,Perfect for my room,"Reviewed in the United States August 2, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R9YKPAF5NCCEY,4.0 out of 5 stars The best great sound,Eric,4,"Highly, highly recommended","Reviewed in the United States July 25, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R1P10ZQCEETCRJ,5.0 out of 5 stars The Best.,Shahed Ahmed,5,I’ve used many but Marshall’s products are another level for its sound n look quality. Easy to carry for travel. I bought 7 of them so far.,"Reviewed in the United States July 21, 2024",True,1,Color: Black & BrassStyle: Emberton II,Marshall
R2ZN2FH5TXAD3I,5.0 out of 5 stars Great sound,James Cagle,5,Packs great sound for its size and sounds great,"Reviewed in the United States August 4, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
RWS2OV7R12IF,5.0 out of 5 stars It's Premium quality!!!,John,5,The media could not be loaded. Very pleased. Very nice speaker. Premium quality. Very pleasant to the touch - on the outside it is covered with a kind of soft and pleasant rubber that hugs the skin. I think the cream version is the best. Very smooth and clean sound. It has 2 speakers on each side - one for low sounds and one for high sounds. The classic look gives it priority. This has 20w (JBL - has 40w) but this looks great and for the room it is enough.,"Reviewed in the United States August 1, 2024",True,1,Color: CreamStyle: Emberton II,Marshall
R2694SBPIUOJU6,4.0 out of 5 stars Es bueno.,Amazon Customer,4,Lo probé y me gustó mucho.Me hubiera gustado que aceptara codecs de mas alta calidad ya que toda mi musica esta en alta calidad.,"Reviewed in the United States July 7, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R2H733OUQ3V17L,5.0 out of 5 stars Looks awesome.,Laban,5,"The sound quality is on par with some slightly cheaper ones, but this gets 5 stars for how cool it looks.","Reviewed in the United States July 21, 2024",True,1,Color: BlackStyle: Emberton,Marshall
R2W7XFL6IFE3DP,5.0 out of 5 stars Producto recomendable,EVA,5,El sonido supero mis expectativas.,"Reviewed in the United States July 25, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R2AAHXISR3EBO0,5.0 out of 5 stars Great product as Gift,Tam,5,Great product with satisfied quality.,"Reviewed in the United States July 25, 2024",True,0,Color: CreamStyle: Emberton II,Marshall
R3KP7M5UVOR8YT,5.0 out of 5 stars Perfect for office!,cdub,5,"Great sound from surprisingly compact unit. Full, dynamic sound you can feel. This is not your typical tinny speaker box, this is a micro boom box. Doesn’t hurt that it’s so attractive either.Large rooms with high ceilings will present a challenge, but for a small to medium sized office it’s perfect.","Reviewed in the United States June 21, 2024",True,0,Color: CreamStyle: Emberton II,Marshall
R24WWTNQCS68SU,5.0 out of 5 stars Love,Norm,5,"So cute, portable, and good sound quality","Reviewed in the United States July 20, 2024",True,1,Color: CreamStyle: Emberton II,Marshall
R452KHH4VVNKG,5.0 out of 5 stars Awesome,Amazon Customer,5,Best speaker I have ever owned!,"Reviewed in the United States July 22, 2024",True,0,Color: CreamStyle: Emberton II,Marshall
REP5IVCVXK79E,5.0 out of 5 stars Best sound out of a small speaker,catherine rutherford,5,I love this speaker. It has quality sound and sounds like your listening to a band. The speaker also has sound on both sides. It has weight to it. It is a miniature Marshalljust like they use in bands. Not too much bass like a lot of wireless speakers. It has the equal amount of trebel and bass. It's crystal clear.,"Reviewed in the United States June 21, 2024",True,0,Color: BlackStyle: Emberton,Marshall
R2E1A6A0H6SZLN,5.0 out of 5 stars Amazing quality,C.J.E.,5,"This is the bluetooth speaker I have been looking for. Great sound, reliable connectivity, and easy to set up and use.... and it looks cool. Could not be happier with it.","Reviewed in the United States June 28, 2024",True,1,Color: Black & BrassStyle: Emberton II,Marshall
R1SD4Q9H6G58VU,5.0 out of 5 stars Top!,Andy,5,I have all sizes. This is impressive. Style and sound in a small top notch speaker.,"Reviewed in the United States July 16, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
R1EA1XXVYAUBNB,"5.0 out of 5 stars A simple, solid speaker",L,5,"If you want great sound in a simple package, this bluetooth speaker will do the trick. Initially I found the control button kind of fiddly, but now that I have the hang of it I can manage it easily.Mostly I use this at home when watching movies or listening to the news with some music thrown in. A serious audiophile would probably want a speaker that allows for more control, but the sound profile suits my needs.I've had very little trouble with the speaker losing its connection. There are only a couple of spots in my apartment (~600 sq ft) where the connection breaks up; fortunately, the connection is solid everywhere else, particularly in those rooms where I mostly want to use it.Build quality feels good and solid, like it's going to hold up for a long time. The speaker did get a light spray of water on it one day when I'd left it on my balcony and it suddenly began to rain, but the speaker was just fine.Of course Marshall has a reputation for quality sound gear, but the price still feels a little high given how simple this is. However, if you can get it on sale (as I did) and bring the price down under $100, I think it's worth it.","Reviewed in the United States February 20, 2024",True,3,Color: BlackStyle: Emberton,Marshall
R3BCUQ5TFZO9I,5.0 out of 5 stars Great speaker ! Love it 😍😍,Irmayanti Sahlia,5,The speaker I purchased from Marshall brand through from Amazon . I'm thoroughly impressed with the sound quality and the bass is exceptional! The clarity and depth of the sound are top-notch. I'm thoroughly enjoying listening to music on this speaker. Great product ❤️❤️❤️,"Reviewed in the United States June 29, 2024",True,2,Color: CreamStyle: Emberton II,Marshall
R1SD6VJ7ON91EF,5.0 out of 5 stars Espectacular,marcelo antonio burgos,5,La duración y el sonido es in espectáculo!!,"Reviewed in the United States July 21, 2024",True,0,Color: Black & BrassStyle: Emberton II,Marshall
